,Unnamed: 0,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Pop_White,Pop_Black,Pop_AIAN,Pop_Asian,Pop_NHPI,Pop_Total,Cases_TotalN,Cases_WhiteN,Cases_BlackN,Cases_AsianN,Cases_AIANN,Cases_NHPIN,Deaths_TotalN,Deaths_WhiteN,Deaths_BlackN,Deaths_AsianN,Deaths_AIANN,Deaths_NHPIN
1305,1305,6/21/2020,NH,5544,3400,286,476,142,0,0,0,261,979,476,4089,979,339,254,6,10,3,0,0,0,9,57,10,272,57,1248321,16365,3530,28933,532,1316470,0.004211262,0.002723658,0.017476321,0.004907891,0,0,0.000257507,0.000203473,0.000366636,0.000103688,0,0
1306,1306,6/21/2020,NJ,169142,34869,16824,29952,5024,0,0,0,11667,70806,29952,68384,70806,12870,6796,2315,2561,707,0,0,0,215,276,2561,10033,276,6546498,1282005,49907,746212,7731,8791894,0.019238403,0.005326359,0.013123194,0.006732671,0,0,0.001463848,0.001038112,0.001805765,0.000947452,0,0
1307,1307,6/21/2020,NM,10565,1217,210,2923,66,5592,0,0,0,557,2923,7085,557,469,98,4,59,1,236,0,0,0,71,59,339,71,1720992,49006,208890,31253,3132,2059179,0.005130686,0.00070715,0.00428519,0.002111797,0.02677007,0,0.000227761,5.69E-05,8.16E-05,3.20E-05,0.001129781,0
1308,1308,6/21/2020,NV,13205,2482,828,3666,786,58,0,0,402,4983,3666,4154,4983,487,223,58,76,67,3,0,0,12,48,76,351,48,2106494,231224,42965,203478,19307,2700551,0.004889743,0.001178261,0.003580943,0.003862825,0.001349936,0,0.000180334,0.000105863,0.000250839,0.000329274,6.98E-05,0
1309,1309,6/21/2020,NY,387936,0,0,0,0,0,0,0,0,387936,0,0,0,26727,8141,5958,6300,1605,0,0,0,1772,2951,6300,17476,2951,13901661,3378047,183046,1481555,24000,19378102,0.020019298,0,0,0,0,0,0.001379237,0.000585613,0.001763741,0.001083321,0,0
1310,1310,6/21/2020,OH,44808,22379,11330,0,1439,53,101,1794,3445,4267,3673,31547,9588,2700,2115,496,0,28,0,0,32,15,12,57,2625,18,9664524,1426861,29674,196693,5336,11536504,0.003884019,0.002315582,0.007940507,0.00731597,0.001786075,0.018928036,0.00023404,0.000218842,0.000347616,0.000142354,0,0
1311,1311,6/21/2020,OK,10515,6219,812,0,722,746,0,0,429,1587,1950,6271,2294,369,282,28,0,5,25,0,0,9,20,12,321,36,2851510,284332,335664,67126,5354,3751351,0.00280299,0.00218095,0.002855816,0.010755892,0.002222461,0,9.84E-05,9.89E-05,9.85E-05,7.45E-05,7.45E-05,0
1312,1312,6/21/2020,OR,6937,2793,260,0,252,134,182,196,1906,1214,2271,3428,1238,190,138,6,0,8,3,3,2,14,16,20,151,19,3403252,74414,66784,145009,14649,3831074,0.001810719,0.000820686,0.003493966,0.001737823,0.002006469,0.012424056,4.96E-05,4.05E-05,8.06E-05,5.52E-05,4.49E-05,0.000204792
1313,1313,6/21/2020,PA,81730,24000,10400,0,1200,0,0,0,580,45550,6600,16500,58600,6423,4566,1368,0,146,0,0,0,319,24,372,6027,24,10663774,1431826,39735,358195,7115,12702379,0.006434228,0.00225061,0.007263452,0.003350131,0,0,0.000505653,0.000428179,0.000955423,0.000407599,0,0
1314,1314,6/21/2020,RI,16337,4303,1496,5529,0,0,0,327,445,4237,5529,6571,4237,894,583,44,72,0,0,0,0,11,184,72,638,184,910253,75073,9173,31768,1602,1052567,0.015521102,0.004727257,0.019927271,0,0,0,0.000849352,0.000640481,0.000586096,0,0,0
1315,1315,6/21/2020,SC,24661,8589,7027,0,390,0,0,0,1952,6896,3030,12726,8904,653,281,287,0,6,0,0,0,12,59,18,513,121,3164143,1302865,24665,61247,3957,4625364,0.005331688,0.002714479,0.005393498,0.006367659,0,0,0.000141178,8.88E-05,0.000220284,9.80E-05,0,0
1316,1316,6/21/2020,SD,6297,2102,961,1030,687,838,0,0,679,0,1030,5267,0,81,0,0,0,0,0,0,0,0,81,0,0,0,706690,10533,72782,7775,517,814180,0.007734162,0.00297443,0.091237064,0.088360129,0.011513836,0,9.95E-05,0,0,0,0,0
1317,1317,6/21/2020,TN,35102,14657,7312,0,512,0,0,0,5779,6842,9404,16254,9444,526,296,170,0,11,0,0,0,26,23,41,446,39,5056311,1068010,26256,93897,5426,6346105,0.005531267,0.002898754,0.006846378,0.005452783,0,0,8.29E-05,5.85E-05,0.000159175,0.00011715,0,0
1318,1318,6/21/2020,TX,111601,5274,2313,6809,585,0,0,0,114,96506,6809,8286,96506,2182,269,85,171,13,0,0,0,5,1639,171,372,1639,20389793,3070440,251209,1000473,31242,25145561,0.004438199,0.000258659,0.000753312,0.000584723,0,0,8.68E-05,1.32E-05,2.77E-05,1.30E-05,0,0
1319,1319,6/21/2020,UT,17462,5956,511,7471,401,500,683,0,2078,2104,7471,7887,2104,158,87,5,38,7,8,9,0,12,7,38,113,7,2547329,33864,40729,57800,26049,2763885,0.006317918,0.002338135,0.015089771,0.006937716,0.012276265,0.026219816,5.72E-05,3.42E-05,0.000147649,0.000121107,0.00019642,0.000345503
1320,1320,6/21/2020,VA,57994,12049,8199,19799,1956,69,0,153,1583,14186,19799,24009,14186,1611,878,347,171,91,1,0,0,22,101,171,1339,101,5725432,1579414,41525,449149,8201,8001024,0.007248322,0.00210447,0.005191166,0.004354902,0.00166165,0,0.000201349,0.000153351,0.000219702,0.000202605,2.41E-05,0
1321,1321,6/21/2020,VT,1159,959,104,0,51,2,0,0,12,31,29,1127,4,56,53,0,0,2,0,0,0,1,0,0,56,0,598592,6456,2308,8069,175,625741,0.001852204,0.001602093,0.016109046,0.006320486,0.000866551,0,8.95E-05,8.85E-05,0,0.000247862,0,0
1322,1322,6/21/2020,WA,28680,7300,1205,8872,1262,376,593,367,500,8205,8872,11603,8205,1270,846,40,145,106,16,12,15,26,64,145,1061,64,5535262,252333,122649,491685,43505,6724540,0.004264976,0.001318817,0.004775436,0.002566684,0.003065659,0.013630617,0.000188861,0.000152838,0.000158521,0.000215585,0.000130454,0.00027583
1323,1323,6/21/2020,WI,24819,13340,4493,0,984,242,0,0,3054,2706,8064,13850,2905,744,512,179,0,22,10,0,0,8,13,81,648,15,5036923,367021,60100,131828,2505,5686986,0.004364175,0.002648442,0.012241806,0.007464272,0.004026622,0,0.000130825,0.000101649,0.000487711,0.000166884,0.000166389,0
1324,1324,6/21/2020,WV,2543,2010,173,0,0,0,0,0,360,0,0,0,0,89,58,3,0,0,0,0,0,0,28,0,0,0,1746513,63885,3975,12637,485,1852994,0.001372374,0.001150865,0.002707991,0,0,0,4.80E-05,3.32E-05,4.70E-05,0,0,0
1325,1325,6/21/2020,WY,947,485,10,121,4,287,3,0,33,56,121,822,56,20,9,0,1,0,9,0,0,0,1,1,18,1,529110,5135,14457,4649,521,563626,0.001680192,0.000916634,0.00194742,0.0008604,0.019851975,0.005758157,3.55E-05,1.70E-05,0,0,0.000622536,0
1326,1326,6/17/2020,AK,696,398,17,0,59,78,17,24,17,86,49,540,107,12,7,0,0,2,2,1,0,0,0,0,12,0,483873,24441,106268,38882,7662,710231,0.000979963,0.00082253,0.000695553,0.001517412,0.000733993,0.002218742,1.69E-05,1.45E-05,0,5.14E-05,1.88E-05,0.000130514
1327,1327,6/17/2020,AL,27312,9481,11080,0,118,0,0,0,1447,5183,2712,17722,6876,790,380,359,0,5,0,0,0,12,34,18,680,92,3362877,1259224,32903,55240,5208,4779736,0.005714123,0.002819312,0.00879907,0.002136133,0,0,0.000165281,0.000112998,0.000285096,9.05E-05,0,0
1328,1328,6/17/2020,AR,13606,6303,3575,0,123,40,806,0,1516,1243,3040,10566,1243,197,110,61,0,1,0,10,0,9,0,13,184,0,2342403,454021,26134,37537,6685,2915918,0.004666112,0.002690826,0.007874085,0.003276767,0.001530573,0.120568437,6.76E-05,4.70E-05,0.000134355,2.66E-05,0,0.001495886
1329,1329,6/17/2020,AZ,40924,7115,1087,10518,351,4301,0,0,1048,16504,10518,13902,16504,1239,544,37,244,15,219,0,0,21,159,244,836,159,5418483,280905,335278,188456,16112,6392017,0.006402361,0.001313098,0.003869636,0.001862504,0.012828161,0,0.000193836,0.000100397,0.000131717,7.96E-05,0.000653189,0
1330,1330,6/17/2020,CA,157015,19766,5128,63202,8538,209,767,803,13325,45277,63202,48536,45277,5208,1660,479,2029,734,14,23,36,40,193,2029,2986,193,27636403,2486549,622107,5038123,181431,37253956,0.00421472,0.000715216,0.002062296,0.001694679,0.000335955,0.004227502,0.000139797,6.01E-05,0.000192636,0.000145689,2.25E-05,0.00012677
1331,1331,6/17/2020,CO,29673,10228,1700,11438,789,163,124,228,246,4753,11438,13478,4753,1631,1019,108,343,55,8,6,14,7,66,343,1217,66,4450623,214919,78144,144819,8420,5029196,0.005900148,0.002298105,0.007909957,0.00544818,0.002085893,0.014726841,0.000324306,0.000228957,0.000502515,0.000379784,0.000102375,0.000712589
1332,1332,6/17/2020,CT,45429,15676,5908,8378,661,0,0,0,253,14392,8378,15676,14392,4219,3080,627,357,45,0,0,0,17,65,357,3080,65,2950820,392131,16734,140516,3491,3574097,0.012710623,0.005312422,0.015066394,0.004704091,0,0,0.001180438,0.001043778,0.001598955,0.000320248,0,0
1333,1333,6/17/2020,DC,9847,1989,4932,0,159,25,29,0,2438,275,2856,5920,1071,523,56,388,67,7,0,0,0,5,0,67,456,0,251265,310379,3264,21705,770,601723,0.016364673,0.007915945,0.01589025,0.007325501,0.007659314,0.037662338,0.000869171,0.000222872,0.001250085,0.000322506,0,0
1334,1334,6/17/2020,DE,10444,3045,2779,2988,159,0,0,0,509,964,2988,6492,964,426,259,114,27,1,0,0,0,4,21,27,378,21,645770,196281,5929,29342,690,897934,0.011631144,0.004715301,0.014158273,0.005418854,0,0,0.000474422,0.000401072,0.0005808,3.41E-05,0,0
1335,1335,6/17/2020,FL,82719,19886,15028,29513,0,0,0,0,2864,15428,29513,34931,18275,3018,1471,627,738,0,0,0,0,96,86,738,2090,190,14808867,3078067,89119,474199,18790,18801310,0.00439964,0.001342844,0.004882285,0,0,0,0.000160521,9.93E-05,0.000203699,0,0,0
1336,1336,6/17/2020,GA,60030,15376,18254,9372,925,49,51,0,1202,14801,9372,30196,20462,2575,1150,1230,122,39,3,5,0,5,21,122,2413,40,6144931,2993927,48599,323459,10454,9687653,0.006196547,0.002502225,0.006097009,0.002859713,0.001008251,0.004878515,0.000265802,0.000187146,0.000410832,0.000120572,6.17E-05,0.000478286
1337,1337,6/17/2020,HI,744,158,7,0,242,0,158,0,22,157,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,349051,22473,4960,531633,138292,1360301,0.000546938,0.000452656,0.000311485,0.000455201,0,0.00114251,1.25E-05,0,0,0,0,0
1338,1338,6/17/2020,IA,24523,15206,2452,0,1716,245,245,0,245,4414,6622,14225,3678,675,533,33,0,20,6,13,0,0,67,47,540,87,2839615,91695,13563,54232,2419,3046355,0.008049948,0.005354951,0.026740826,0.031641835,0.01806385,0.101281521,0.000221576,0.000187702,0.000359889,0.000368786,0.00044238,0.005374122
1339,1339,6/17/2020,ID,3632,1897,64,0,48,58,12,138,410,1002,873,1637,1121,88,84,1,0,2,0,0,0,1,0,6,82,0,1476097,10950,25782,20034,2786,1567582,0.002316944,0.001285146,0.005844749,0.002395927,0.002249632,0.004307251,5.61E-05,5.69E-05,9.13E-05,9.98E-05,0,0
1340,1340,6/17/2020,IL,134185,26830,22296,43765,3872,204,339,0,4798,32081,43765,58339,32081,6485,2856,1832,1301,306,9,5,0,45,45,1301,5053,131,10030587,1903458,73846,604399,7436,12830632,0.010458175,0.002674819,0.011713418,0.006406364,0.002762506,0.045589026,0.000505431,0.000284729,0.000962459,0.000506288,0.000121875,0.000672405
1341,1341,6/17/2020,IN,41013,18254,5234,0,650,0,0,0,7489,9386,4769,13668,22576,2289,1469,345,0,11,0,0,0,295,169,43,1238,1008,5638833,603797,24487,105535,3532,6483802,0.006325455,0.003237195,0.008668476,0.006159094,0,0,0.000353034,0.000260515,0.000571384,0.000104231,0,0
1342,1342,6/17/2020,KS,11681,7472,1113,0,716,78,0,0,366,1936,5134,4730,1817,247,172,60,0,8,2,0,0,3,2,31,210,6,2501057,173298,33044,69628,2864,2853118,0.004094117,0.002987537,0.006422463,0.010283219,0.002360489,0,8.66E-05,6.88E-05,0.000346224,0.000114896,6.05E-05,0
1343,1343,6/17/2020,KY,12995,6533,1351,0,427,27,30,552,0,4075,1139,7389,4467,518,385,82,0,8,0,0,9,0,34,18,444,56,3864193,342804,12105,50177,3199,4339367,0.002994676,0.001690651,0.003941028,0.008509875,0.002230483,0.009377931,0.000119372,9.96E-05,0.000239204,0.000159436,0,0
1344,1344,6/17/2020,LA,48634,0,0,0,0,0,0,0,0,48634,0,0,48634,3062,1365,1618,0,23,3,2,0,17,43,61,2670,331,2902875,1462969,33037,71829,2588,4533372,0.010727997,0,0,0,0,0,0.000675435,0.000470223,0.00110597,0.000320205,9.08E-05,0.000772798
1345,1345,6/17/2020,MA,106151,31314,9978,20274,2229,0,0,0,5413,37046,20274,48934,37046,7734,5684,634,525,208,0,0,0,518,162,525,7044,162,5524937,504365,29944,359673,5971,6547629,0.016212128,0.005667757,0.019783292,0.006197296,0,0,0.001181191,0.00102879,0.001257026,0.000578303,0,0
1346,1346,6/17/2020,MD,62969,12244,18017,17020,1225,0,0,0,3172,11291,17020,34658,11291,2996,1281,1221,311,116,0,0,0,31,36,311,2649,36,3541379,1731513,30885,326655,5391,5773552,0.010906458,0.00345741,0.010405351,0.003750134,0,0,0.000518918,0.000361723,0.000705164,0.000355115,0,0
1347,1347,6/17/2020,ME,2836,1698,668,0,39,7,1,16,57,350,78,2199,559,102,89,1,0,0,0,0,0,1,11,0,83,19,1269764,16269,8771,13783,377,1328361,0.002134962,0.001337256,0.041059684,0.002829573,0.000798085,0.00265252,7.68E-05,7.01E-05,6.15E-05,0,0,0
1348,1348,6/17/2020,MI,66497,25430,19667,0,1492,253,0,4610,3618,11427,4654,43223,18619,6036,3110,2404,0,79,19,0,96,115,213,120,4949,905,7949497,1416067,68396,243062,3442,9883640,0.006727987,0.003198945,0.013888467,0.006138352,0.003699047,0,0.000610706,0.00039122,0.00169766,0.00032502,0.000277794,0
1349,1349,6/17/2020,MN,31296,11602,6807,0,2247,269,78,637,4087,5569,7044,18125,6127,1325,936,95,0,41,17,1,7,18,210,39,1009,277,4623461,280949,67325,217792,2958,5303925,0.005900536,0.002509376,0.024228597,0.010317183,0.003995544,0.026369168,0.000249815,0.000202446,0.00033814,0.000188253,0.000252506,0.000338066
1350,1350,6/17/2020,MO,16625,7285,4990,0,0,0,0,403,1143,2800,1620,10906,4097,909,528,319,0,0,0,0,8,24,27,22,782,103,5038407,700178,30595,100213,7178,5988927,0.002775956,0.001445894,0.007126759,0,0,0,0.00015178,0.000104795,0.000455598,0,0,0
1351,1351,6/17/2020,MS,20641,5466,10671,1134,64,981,0,0,1056,1269,1134,15522,3985,938,388,476,15,0,51,0,0,5,3,15,874,49,1789391,1103101,16837,26477,1700,2967297,0.006956162,0.003054671,0.009673638,0.002417192,0.058264536,0,0.000316113,0.000216834,0.000431511,0,0.003029043,0
1352,1352,6/17/2020,MT,630,514,2,0,1,83,0,0,9,21,51,540,39,20,13,0,0,0,4,0,0,0,3,0,0,0,891529,4215,63495,6379,734,989415,0.00063674,0.000576538,0.000474496,0.000156764,0.00130719,0,2.02E-05,1.46E-05,0,0,6.30E-05,0
1353,1353,6/17/2020,NC,46855,17687,8344,0,788,325,136,0,5266,14309,14089,17511,15255,1168,670,377,0,18,9,3,0,53,38,85,1018,65,6898296,2088362,147566,215952,10309,9535483,0.004913752,0.002563967,0.003995476,0.003648959,0.002202404,0.013192356,0.00012249,9.71E-05,0.000180524,8.34E-05,6.10E-05,0.000291008
1354,1354,6/17/2020,ND,3166,0,0,0,0,0,0,0,0,3166,0,0,0,74,0,0,0,0,0,0,0,0,74,0,0,0,609136,8248,36948,7032,334,672591,0.00470717,0,0,0,0,0,0.000110022,0,0,0,0,0
1355,1355,6/17/2020,NE,17226,7066,883,0,883,126,12,0,1299,6957,6057,3785,7384,234,114,10,0,9,1,0,0,3,97,30,91,113,1649264,85971,23418,33322,2061,1826341,0.009431974,0.004284335,0.010270905,0.02649901,0.005380477,0.005822416,0.000128125,6.91E-05,0.000116318,0.000270092,4.27E-05,0
1356,1356,6/17/2020,NH,5436,3305,280,441,138,0,0,0,255,1017,441,3978,1017,330,244,6,9,3,0,0,0,10,68,9,263,68,1248321,16365,3530,28933,532,1316470,0.004129224,0.002647556,0.017109685,0.00476964,0,0,0.00025067,0.000195463,0.000366636,0.000103688,0,0
1357,1357,6/17/2020,NJ,167703,59534,28677,50981,8552,0,0,0,19956,0,50981,116722,0,12769,6882,2362,2592,715,0,0,0,217,0,2592,10177,0,6546498,1282005,49907,746212,7731,8791894,0.01907473,0.009094022,0.022368868,0.01146055,0,0,0.001452361,0.001051249,0.001842427,0.000958173,0,0
1358,1358,6/17/2020,NM,10065,1165,204,2723,62,5456,0,0,0,455,2723,6887,455,452,98,4,59,1,236,0,0,0,54,59,339,54,1720992,49006,208890,31253,3132,2059179,0.00488787,0.000676935,0.004162756,0.00198381,0.02611901,0,0.000219505,5.69E-05,8.16E-05,3.20E-05,0.001129781,0
1359,1359,6/17/2020,NV,11842,2511,803,3342,772,57,0,0,336,4021,3342,4143,4021,473,220,58,73,66,3,0,0,12,41,73,347,41,2106494,231224,42965,203478,19307,2700551,0.004385031,0.001192028,0.003472823,0.003794022,0.001326661,0,0.000175149,0.000104439,0.000250839,0.000324359,6.98E-05,0
1360,1360,6/17/2020,NY,385142,0,0,0,0,0,0,0,0,385142,0,0,0,26564,8078,5925,6269,1595,0,0,0,1762,2935,6269,17360,2935,13901661,3378047,183046,1481555,24000,19378102,0.019875115,0,0,0,0,0,0.001370826,0.000581082,0.001753972,0.001076572,0,0
1361,1361,6/17/2020,OH,42422,21470,10616,0,1368,52,101,1718,3252,3845,3427,29933,9062,2611,2040,472,0,27,0,0,34,17,19,51,2531,29,9664524,1426861,29674,196693,5336,11536504,0.003677197,0.002221527,0.007440108,0.006955001,0.001752376,0.018928036,0.000226325,0.000211081,0.000330796,0.00013727,0,0
1362,1362,6/17/2020,OK,8904,5479,749,0,507,610,0,0,364,1195,1789,5789,1326,364,279,28,0,4,25,0,0,9,19,12,319,33,2851510,284332,335664,67126,5354,3751351,0.002373545,0.001921438,0.002634244,0.00755296,0.001817293,0,9.70E-05,9.78E-05,9.85E-05,5.96E-05,7.45E-05,0
1363,1363,6/17/2020,OR,6218,2689,231,0,236,128,162,189,1796,787,2139,3263,816,183,135,6,0,8,3,3,2,14,12,20,147,16,3403252,74414,66784,145009,14649,3831074,0.001623044,0.000790127,0.003104255,0.001627485,0.001916627,0.011058775,4.78E-05,3.97E-05,8.06E-05,5.52E-05,4.49E-05,0.000204792
1364,1364,6/17/2020,PA,79818,23100,10100,0,1200,0,0,0,545,44873,6400,15900,57518,6319,4419,1296,0,144,0,0,0,303,157,357,5805,157,10663774,1431826,39735,358195,7115,12702379,0.006283705,0.002166212,0.00705393,0.003350131,0,0,0.000497466,0.000414394,0.000905138,0.000402016,0,0
1365,1365,6/17/2020,RI,16213,4303,1496,5529,0,0,0,327,445,4113,5529,6571,4113,876,583,44,72,0,0,0,0,11,166,72,638,166,910253,75073,9173,31768,1602,1052567,0.015403295,0.004727257,0.019927271,0,0,0,0.000832251,0.000640481,0.000586096,0,0,0
1366,1366,6/17/2020,SC,20556,7426,6389,0,345,0,0,0,1727,4667,2496,11413,6645,617,267,273,0,5,0,0,0,11,58,17,489,110,3164143,1302865,24665,61247,3957,4625364,0.004444191,0.002346923,0.004903808,0.005632929,0,0,0.000133395,8.44E-05,0.000209538,8.16E-05,0,0
1367,1367,6/17/2020,SD,6050,1980,954,999,668,780,0,0,669,0,999,5051,0,78,0,0,0,0,0,0,0,0,78,0,0,0,706690,10533,72782,7775,517,814180,0.007430789,0.002801794,0.090572486,0.085916399,0.010716936,0,9.58E-05,0,0,0,0,0
1368,1368,6/17/2020,TN,32143,13596,6801,0,487,0,0,0,5209,6050,8484,15125,8534,497,282,166,0,10,0,0,0,23,16,35,427,35,5056311,1068010,26256,93897,5426,6346105,0.005064997,0.002688917,0.006367918,0.005186534,0,0,7.83E-05,5.58E-05,0.000155429,0.0001065,0,0
1369,1369,6/17/2020,TX,96335,5027,2182,6382,563,0,0,0,109,82072,6382,7881,82072,2062,269,85,171,13,0,0,0,5,1519,171,372,1519,20389793,3070440,251209,1000473,31242,25145561,0.003831094,0.000246545,0.000710647,0.000562734,0,0,8.20E-05,1.32E-05,2.77E-05,1.30E-05,0,0
1370,1370,6/17/2020,UT,15344,5279,480,6522,367,459,606,0,1865,1733,6522,7089,1733,149,83,5,37,7,7,8,0,12,6,37,106,6,2547329,33864,40729,57800,26049,2763885,0.005551606,0.002072367,0.014174344,0.006349481,0.011269611,0.023263849,5.39E-05,3.26E-05,0.000147649,0.000121107,0.000171868,0.000307114
1371,1371,6/17/2020,VA,55775,11518,7852,19032,1896,65,0,146,1459,13807,19032,22936,13807,1583,858,342,159,91,1,0,0,25,107,159,1317,107,5725432,1579414,41525,449149,8201,8001024,0.006970983,0.002011726,0.004971464,0.004221316,0.001565322,0,0.00019785,0.000149858,0.000216536,0.000202605,2.41E-05,0
1372,1372,6/17/2020,VT,1130,946,89,0,48,2,0,0,12,33,28,995,107,55,52,0,0,2,0,0,0,1,0,0,55,0,598592,6456,2308,8069,175,625741,0.001805859,0.001580375,0.013785626,0.005948693,0.000866551,0,8.79E-05,8.69E-05,0,0.000247862,0,0
1373,1373,6/17/2020,WA,26784,7088,1175,8579,1246,359,558,355,495,6929,8579,11276,6929,1226,833,37,132,106,16,12,15,26,49,132,1045,49,5535262,252333,122649,491685,43505,6724540,0.003983023,0.001280518,0.004656545,0.002534143,0.002927052,0.012826112,0.000182317,0.00015049,0.000146632,0.000215585,0.000130454,0.00027583
1374,1374,6/17/2020,WI,23454,12544,4341,0,931,236,0,0,2884,2518,7708,13030,2716,712,489,173,0,20,9,0,0,7,14,77,621,14,5036923,367021,60100,131828,2505,5686986,0.004124153,0.002490409,0.011827661,0.007062233,0.003926789,0,0.000125198,9.71E-05,0.000471363,0.000151713,0.00014975,0
1375,1375,6/17/2020,WV,2376,1895,164,0,0,0,0,0,317,0,0,0,0,88,58,3,0,0,0,0,0,0,27,0,0,0,1746513,63885,3975,12637,485,1852994,0.001282249,0.001085019,0.002567113,0,0,0,4.75E-05,3.32E-05,4.70E-05,0,0,0
1376,1376,6/17/2020,WY,884,444,9,106,5,275,4,0,28,54,106,765,54,18,7,0,1,0,9,0,0,0,1,1,16,1,529110,5135,14457,4649,521,563626,0.001568416,0.000839145,0.001752678,0.0010755,0.019021927,0.007677543,3.19E-05,1.32E-05,0,0,0.000622536,0
1377,1377,6/14/2020,AK,661,378,17,0,58,71,17,24,15,81,48,514,99,12,7,0,0,2,2,1,0,0,0,0,12,0,483873,24441,106268,38882,7662,710231,0.000930683,0.000781197,0.000695553,0.001491693,0.000668122,0.002218742,1.69E-05,1.45E-05,0,5.14E-05,1.88E-05,0.000130514
1378,1378,6/14/2020,AL,25615,8976,10497,0,113,0,0,0,1352,4674,2488,16856,6272,773,375,350,0,5,0,0,0,12,31,18,668,87,3362877,1259224,32903,55240,5208,4779736,0.005359083,0.002669143,0.008336086,0.002045619,0,0,0.000161724,0.000111512,0.000277949,9.05E-05,0,0
1379,1379,6/14/2020,AR,12501,5701,3390,0,111,36,688,0,1503,1072,2648,9853,1072,179,102,54,0,1,0,9,0,8,0,10,164,5,2342403,454021,26134,37537,6685,2915918,0.004287158,0.002433825,0.007466615,0.002957082,0.001377516,0.102916978,6.14E-05,4.35E-05,0.000118937,2.66E-05,0,0.001346298
1380,1380,6/14/2020,AZ,35691,6573,1000,9328,324,4019,0,0,992,13455,9328,12908,13455,1186,533,34,232,15,210,0,0,22,140,232,814,140,5418483,280905,335278,188456,16112,6392017,0.005583684,0.00121307,0.003559922,0.001719234,0.011987067,0,0.000185544,9.84E-05,0.000121037,7.96E-05,0.000626346,0
1381,1381,6/14/2020,CA,148855,19045,4966,59702,8350,204,743,789,11981,43075,59702,46078,43075,5063,1632,470,1985,722,14,23,35,35,147,1985,2931,147,27636403,2486549,622107,5038123,181431,37253956,0.003995683,0.000689127,0.001997145,0.001657363,0.000327918,0.004095221,0.000135905,5.91E-05,0.000189017,0.000143307,2.25E-05,0.00012677
1382,1382,6/14/2020,CO,29130,10041,1689,11241,780,160,122,227,244,4620,11241,13263,4620,1599,1001,106,334,55,8,6,14,7,63,334,1197,63,4450623,214919,78144,144819,8420,5029196,0.005792178,0.002256089,0.007858775,0.005386034,0.002047502,0.014489311,0.000317943,0.000224912,0.000493209,0.000379784,0.000102375,0.000712589
1383,1383,6/14/2020,CT,45088,15570,5846,8251,655,0,0,0,252,14355,8251,15570,14355,4201,3070,625,355,45,0,0,0,16,62,355,3070,62,2950820,392131,16734,140516,3491,3574097,0.012615214,0.005276499,0.014908283,0.004661391,0,0,0.001175402,0.001040389,0.001593855,0.000320248,0,0
1384,1384,6/14/2020,DC,9767,1939,4889,0,156,25,29,0,2458,271,2820,5874,1073,515,55,382,66,7,0,0,0,5,0,66,449,0,251265,310379,3264,21705,770,601723,0.016231721,0.007716952,0.01575171,0.007187284,0.007659314,0.037662338,0.000855876,0.000218892,0.001230753,0.000322506,0,0
1385,1385,6/14/2020,DE,10264,2977,2734,2936,156,0,0,0,511,950,2936,6378,950,422,257,112,27,1,0,0,0,4,21,27,374,21,645770,196281,5929,29342,690,897934,0.011430684,0.00461,0.01392901,0.005316611,0,0,0.000469968,0.000397975,0.000570611,3.41E-05,0,0
1386,1386,6/14/2020,FL,75568,18571,13986,27080,0,0,0,0,2728,13203,27080,32607,15881,2931,1446,603,706,0,0,0,0,94,82,706,2040,185,14808867,3078067,89119,474199,18790,18801310,0.004019294,0.001254046,0.004543761,0,0,0,0.000155893,9.76E-05,0.000195902,0,0,0
1387,1387,6/14/2020,GA,57681,14485,17461,8573,870,49,48,0,1144,15051,8573,28633,20475,2451,1076,1170,116,38,3,5,0,13,30,116,2277,58,6144931,2993927,48599,323459,10454,9687653,0.005954074,0.002357227,0.00583214,0.002689676,0.001008251,0.004591544,0.000253002,0.000175104,0.000390791,0.00011748,6.17E-05,0.000478286
1388,1388,6/14/2020,HI,728,158,7,0,242,0,158,0,22,141,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,349051,22473,4960,531633,138292,1360301,0.000535176,0.000452656,0.000311485,0.000455201,0,0.00114251,1.25E-05,0,0,0,0,0
1389,1389,6/14/2020,IA,23924,14594,2392,0,2153,0,0,0,4785,0,6460,13637,3828,652,515,32,0,32,0,0,0,71,0,45,528,84,2839615,91695,13563,54232,2419,3046355,0.00785332,0.005139429,0.026086482,0.039699808,0,0,0.000214026,0.000181363,0.000348983,0.000590058,0,0
