,Unnamed: 0,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Pop_White,Pop_Black,Pop_AIAN,Pop_Asian,Pop_NHPI,Pop_Total,Cases_TotalN,Cases_WhiteN,Cases_BlackN,Cases_AsianN,Cases_AIANN,Cases_NHPIN,Deaths_TotalN,Deaths_WhiteN,Deaths_BlackN,Deaths_AsianN,Deaths_AIANN,Deaths_NHPIN
571,571,8/9/2020,GA,216596,50566,54274,27438,2663,132,203,0,5649,75671,27438,93818,95340,4199,1924,1855,256,69,4,7,0,23,61,256,3849,94,6144931,2993927,48599,323459,10454,9687653,0.022357944,0.008228896,0.018128031,0.008232883,0.002716105,0.019418404,0.000433438,0.000313104,0.000619588,0.000213319,8.23E-05,0.0006696
572,572,8/9/2020,HI,3498,307,24,0,580,0,756,0,58,1773,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,349051,22473,4960,531633,138292,1360301,0.00257149,0.000879528,0.001067948,0.001090978,0,0.005466694,2.28E-05,0,0,0,0,0
573,573,8/9/2020,IA,48841,33213,3419,0,2442,488,488,0,488,8303,9280,32237,7815,931,743,41,0,25,5,12,0,4,99,63,754,113,2839615,91695,13563,54232,2419,3046355,0.016032603,0.011696304,0.037286657,0.045028765,0.03598024,0.201736255,0.000305611,0.000261655,0.000447135,0.000460982,0.00036865,0.004960728
574,574,8/9/2020,ID,24671,11658,269,0,189,171,70,883,2797,8634,4300,8351,12019,237,217,3,0,2,2,0,0,4,9,26,202,9,1476097,10950,25782,20034,2786,1567582,0.015738252,0.007897855,0.02456621,0.009433962,0.006632534,0.025125628,0.000151188,0.000147009,0.000273973,9.98E-05,7.76E-05,0
575,575,8/9/2020,IL,195380,48130,31453,56904,4970,262,428,0,7160,46073,56904,92403,46073,7845,3425,2081,1579,362,10,9,0,51,328,1579,5938,119,10030587,1903458,73846,604399,7436,12830632,0.015227621,0.004798323,0.016524137,0.008223045,0.003547924,0.057557827,0.000611427,0.000341456,0.001093273,0.000598942,0.000135417,0.001210328
576,576,8/9/2020,IN,74328,35864,8322,0,906,0,0,0,11763,17473,7625,26207,40496,3041,1838,398,0,16,0,0,0,377,412,60,1467,1514,5638833,603797,24487,105535,3532,6483802,0.011463644,0.006360181,0.013782778,0.00858483,0,0,0.000469015,0.000325954,0.000659162,0.000151608,0,0
577,577,8/9/2020,KS,30638,20142,2280,0,1023,203,0,0,1705,5285,9976,14038,6624,380,272,67,0,9,3,0,0,18,11,59,304,17,2501057,173298,33044,69628,2864,2853118,0.010738427,0.008053395,0.013156528,0.014692365,0.006143324,0,0.000133188,0.000108754,0.000386617,0.000129258,9.08E-05,0
578,578,8/9/2020,KY,34982,16877,2865,0,516,98,41,1389,0,13196,2933,19276,12773,773,578,105,0,10,0,0,18,0,62,27,655,91,3864193,342804,12105,50177,3199,4339367,0.008061544,0.004367535,0.008357545,0.010283596,0.008095828,0.012816505,0.000178137,0.000149578,0.000306297,0.000199294,0,0
579,579,8/9/2020,LA,131399,37524,41962,0,5120,260,133,0,9557,36843,0,0,131399,4263,1931,1960,0,29,4,5,0,20,314,81,3686,496,2902875,1462969,33037,71829,2588,4533372,0.028984826,0.012926495,0.028682768,0.071280402,0.007869964,0.051391036,0.00094036,0.000665203,0.001339741,0.000403737,0.000121076,0.001931994
580,580,8/9/2020,MA,121040,37842,11254,24061,2546,0,0,0,6675,38662,24061,58317,38662,8735,6578,722,607,222,0,0,0,551,55,607,8073,55,5524937,504365,29944,359673,5971,6547629,0.018486081,0.006849309,0.022313206,0.007078652,0,0,0.001334071,0.001190602,0.001431503,0.000617227,0,0
581,581,8/9/2020,MD,95503,20895,29841,23781,1726,0,0,0,4191,15069,23781,56653,15069,3585,1523,1465,408,135,0,0,0,36,18,408,3159,18,3541379,1731513,30885,326655,5391,5773552,0.016541464,0.005900244,0.017234061,0.005283862,0,0,0.000620935,0.000430058,0.000846081,0.00041328,0,0
582,582,8/9/2020,ME,4042,2493,892,0,105,7,2,29,121,393,168,3228,646,125,111,4,0,0,0,0,0,0,10,0,105,20,1269764,16269,8771,13783,377,1328361,0.003042848,0.001963357,0.054828201,0.00761808,0.000798085,0.00530504,9.41E-05,8.74E-05,0.000245866,0,0,0
583,583,8/9/2020,MI,96726,41400,24000,0,1828,391,0,6406,5827,16874,7738,62871,26116,6519,3409,2563,0,79,18,0,99,124,227,130,5410,977,7949497,1416067,68396,243062,3442,9883640,0.009786475,0.005207877,0.016948351,0.007520715,0.005716709,0,0.000659575,0.000428832,0.001809943,0.00032502,0.000263173,0
584,584,8/9/2020,MN,60898,28108,12631,0,3676,540,125,1035,6752,8031,11382,39281,10235,1698,1321,162,0,74,32,3,22,27,57,77,1556,65,4623461,280949,67325,217792,2958,5303925,0.011481686,0.006079428,0.044958338,0.01687849,0.008020795,0.042258283,0.00032014,0.000285717,0.000576617,0.000339774,0.000475306,0.001014199
585,585,8/9/2020,MO,58927,27696,11785,0,0,0,0,2357,2357,14732,5362,35403,18154,1307,772,427,0,0,0,0,10,49,48,47,1104,155,5038407,700178,30595,100213,7178,5988927,0.009839325,0.005496976,0.016831434,0,0,0,0.000218236,0.000153223,0.000609845,0,0,0
586,586,8/9/2020,MS,66646,20669,27866,2156,220,1219,0,0,5246,9797,2156,39898,25119,1874,801,916,27,1,79,0,0,24,48,27,1642,227,1789391,1103101,16837,26477,1700,2967297,0.022460172,0.011550857,0.025261513,0.008309098,0.072400071,0,0.000631551,0.000447638,0.000830386,3.78E-05,0.004692047,0
587,587,8/9/2020,MT,4952,2555,24,0,14,560,0,0,40,1759,195,2873,1884,75,23,0,0,0,11,0,0,0,41,0,0,0,891529,4215,63495,6379,734,989415,0.005004978,0.002865863,0.00569395,0.002194701,0.008819592,0,7.58E-05,2.58E-05,0,0,0.000173242,0
588,588,8/9/2020,NC,136218,55951,23982,0,1694,1526,249,0,16177,36639,35145,53256,47817,2168,1207,651,0,29,30,4,0,148,99,214,1752,202,6898296,2088362,147566,215952,10309,9535483,0.01428538,0.008110844,0.011483641,0.007844336,0.010341135,0.024153652,0.000227361,0.000174971,0.000311728,0.000134289,0.000203299,0.00038801
589,589,8/9/2020,ND,7596,0,0,0,0,0,0,0,0,7596,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,609136,8248,36948,7032,334,672591,0.011293639,0,0,0,0,0,0.000145705,0,0,0,0,0
590,590,8/9/2020,NE,28432,16900,1700,0,1300,294,42,0,1700,6496,10100,11100,7232,345,261,24,0,18,10,0,0,12,20,77,225,43,1649264,85971,23418,33322,2061,1826341,0.015567739,0.010246995,0.01977411,0.039013265,0.012554445,0.020378457,0.000188902,0.000158252,0.000279164,0.000540184,0.000427022,0
591,591,8/9/2020,NH,6831,4382,342,785,181,0,0,0,248,893,785,5153,893,419,388,9,11,4,0,0,0,1,6,11,402,6,1248321,16365,3530,28933,532,1316470,0.005188876,0.003510315,0.020898258,0.006255832,0,0,0.000318275,0.000310817,0.000549954,0.00013825,0,0
592,592,8/9/2020,NJ,184773,41950,19478,34875,5792,0,0,0,12838,69840,34875,80058,69840,15874,8455,2815,3138,866,0,0,0,287,313,3138,12423,313,6546498,1282005,49907,746212,7731,8791894,0.021016291,0.006408006,0.015193388,0.007761869,0,0,0.001805527,0.00129153,0.002195779,0.001160528,0,0
593,593,8/9/2020,NM,22315,3016,412,9332,145,7774,0,0,0,1636,9332,11347,1636,685,98,4,59,1,236,0,0,0,287,59,339,287,1720992,49006,208890,31253,3132,2059179,0.010836843,0.001752478,0.008407134,0.004639555,0.037215759,0,0.000332657,5.69E-05,8.16E-05,3.20E-05,0.001129781,0
594,594,8/9/2020,NV,56230,10726,2889,12870,2581,180,0,0,6487,20497,12870,22863,20497,957,338,82,128,91,5,0,0,11,302,128,527,302,2106494,231224,42965,203478,19307,2700551,0.020821677,0.005091873,0.012494378,0.012684418,0.004189457,0,0.000354372,0.000160456,0.000354634,0.000447223,0.000116374,0
595,595,8/9/2020,NY,420860,0,0,0,0,0,0,0,0,420860,0,0,0,28364,8675,6383,6721,1694,0,0,0,1841,3050,6721,18593,3050,13901661,3378047,183046,1481555,24000,19378102,0.021718329,0,0,0,0,0,0.001463714,0.000624026,0.001889553,0.001143393,0,0
596,596,8/9/2020,OH,100848,50817,24670,0,2600,140,167,2795,6503,13156,6346,70626,23876,3669,2829,693,0,41,3,1,46,24,32,85,3538,46,9664524,1426861,29674,196693,5336,11536504,0.008741643,0.005258097,0.017289701,0.013218569,0.004717935,0.031296852,0.000318034,0.00029272,0.000485682,0.000208447,0.000101099,0.000187406
597,597,8/9/2020,OK,43566,23741,2982,0,1854,3877,0,0,1729,9383,8447,23411,11708,603,438,38,0,15,59,0,0,20,33,41,493,69,2851510,284332,335664,67126,5354,3751351,0.011613416,0.008325764,0.01048774,0.0276197,0.011550241,0,0.000160742,0.000153603,0.000133647,0.00022346,0.000175771,0
598,598,8/9/2020,OR,21272,8383,732,0,616,494,441,421,6973,3212,8048,10024,3200,356,232,9,0,16,7,6,3,33,50,43,250,63,3403252,74414,66784,145009,14649,3831074,0.00555249,0.002463232,0.009836859,0.004248012,0.007396981,0.030104444,9.29E-05,6.82E-05,0.000120945,0.000110338,0.000104816,0.000409584
599,599,8/9/2020,PA,118852,40001,16280,0,1708,0,0,0,1376,59487,9588,28068,81196,7314,5243,1545,0,158,0,0,0,351,17,431,6866,17,10663774,1431826,39735,358195,7115,12702379,0.009356672,0.003751111,0.011370097,0.004768352,0,0,0.000575798,0.000491665,0.001079042,0.000441101,0,0
600,600,8/9/2020,RI,19738,5304,1797,6647,0,0,0,0,545,5445,6647,7646,5445,1014,669,52,89,0,0,0,0,14,190,89,735,190,910253,75073,9173,31768,1602,1052567,0.01875225,0.005826951,0.023936702,0,0,0,0.000963359,0.00073496,0.000692659,0,0,0
601,601,8/9/2020,SC,100435,32915,25434,0,748,0,0,0,5984,34603,8071,45202,47160,2031,919,721,0,18,0,0,0,54,336,69,1426,534,3164143,1302865,24665,61247,3957,4625364,0.021713967,0.010402501,0.019521593,0.012212843,0,0,0.000439101,0.000290442,0.000553396,0.000293892,0,0
602,602,8/9/2020,SD,9605,4201,1040,1233,731,1490,0,0,910,0,1233,8372,0,146,86,2,5,5,35,0,0,13,0,5,141,0,706690,10533,72782,7775,517,814180,0.011797146,0.005944615,0.098737302,0.094019293,0.020472095,0,0.000179322,0.000121694,0.000189879,0.000643087,0.000480888,0
603,603,8/9/2020,TN,122712,55187,23066,0,1085,150,84,0,17556,25584,19175,66653,36884,1223,712,406,0,15,4,2,0,72,12,105,1102,16,5056311,1068010,26256,93897,5426,6346105,0.019336585,0.010914479,0.021597176,0.011555215,0.00571298,0.015481017,0.000192717,0.000140814,0.000380146,0.00015975,0.000152346,0.000368596
604,604,8/9/2020,TX,486362,11056,6106,16035,722,0,0,0,177,452266,16035,18061,452266,8459,2735,1086,4386,190,0,0,0,58,4,4386,4069,4,20389793,3070440,251209,1000473,31242,25145561,0.019341863,0.000542232,0.00198864,0.000721659,0,0,0.000336401,0.000134136,0.000353695,0.00018991,0,0
605,605,8/9/2020,UT,44127,17830,1058,16679,978,955,1846,0,5352,4845,16679,22603,4845,336,172,6,77,18,29,17,0,26,15,77,244,15,2547329,33864,40729,57800,26049,2763885,0.01596557,0.006999488,0.031242618,0.016920415,0.023447666,0.070866444,0.000121568,6.75E-05,0.000177179,0.000311419,0.000712023,0.000652616
606,606,8/9/2020,VA,100086,23623,18554,27438,2938,111,0,485,2376,24561,27438,48087,24561,2326,1258,575,252,126,2,0,2,34,77,252,1997,77,5725432,1579414,41525,449149,8201,8001024,0.012509149,0.004125977,0.011747395,0.006541259,0.002673089,0,0.000290713,0.000219721,0.000364059,0.000280531,4.82E-05,0
607,607,8/9/2020,VT,1459,1202,166,0,54,2,0,0,28,7,53,1402,4,58,54,0,0,2,0,0,0,1,1,0,57,1,598592,6456,2308,8069,175,625741,0.002331636,0.002008046,0.025712515,0.006692279,0.000866551,0,9.27E-05,9.02E-05,0,0.000247862,0,0
608,608,8/9/2020,WA,63072,15379,2357,17976,2064,689,1099,1054,911,21543,17976,23553,21543,1688,1118,57,217,132,39,26,18,35,46,217,1425,46,5535262,252333,122649,491685,43505,6724540,0.009379378,0.002778369,0.009340831,0.00419781,0.005617657,0.025261464,0.000251021,0.000201978,0.000225892,0.000268465,0.000317981,0.000597632
609,609,8/9/2020,WI,64835,40612,9135,0,1899,622,0,0,6045,6522,14862,41586,8387,1005,715,214,0,30,10,0,0,19,17,121,857,27,5036923,367021,60100,131828,2505,5686986,0.011400591,0.008062859,0.024889584,0.014405134,0.010349418,0,0.000176719,0.000141952,0.000583073,0.000227569,0.000166389,0
610,610,8/9/2020,WV,7694,5980,575,0,0,0,0,0,707,432,0,0,0,139,58,3,0,0,0,0,0,0,78,0,0,0,1746513,63885,3975,12637,485,1852994,0.004152199,0.003423965,0.009000548,0,0,0,7.50E-05,3.32E-05,4.70E-05,0,0,0
611,611,8/9/2020,WY,3050,1512,30,423,20,407,7,0,144,630,423,2120,630,28,12,0,2,0,13,0,0,0,1,2,25,1,529110,5135,14457,4649,521,563626,0.00541139,0.002857629,0.005842259,0.004302,0.028152452,0.013435701,4.97E-05,2.27E-05,0,0,0.000899218,0
612,612,8/5/2020,AK,4183,944,108,0,98,461,137,101,73,2261,181,1411,2591,25,11,0,0,2,9,3,0,0,0,0,25,0,483873,24441,106268,38882,7662,710231,0.005889633,0.001950925,0.004418804,0.002520446,0.004338089,0.017880449,3.52E-05,2.27E-05,0,5.14E-05,8.47E-05,0.000391543
613,613,8/5/2020,AL,94654,28854,25330,0,348,0,0,0,4965,35155,6222,44538,43901,1695,862,682,0,4,0,0,0,35,112,50,1394,250,3362877,1259224,32903,55240,5208,4779736,0.019803186,0.008580153,0.020115563,0.006299783,0,0,0.000354622,0.000256328,0.000541603,7.24E-05,0,0
614,614,8/5/2020,AR,46293,23573,9928,0,659,129,2193,0,5983,3828,10599,35694,0,508,302,136,0,7,2,33,0,30,0,45,465,0,2342403,454021,26134,37537,6685,2915918,0.015875961,0.010063597,0.02186683,0.017556011,0.004936099,0.328047868,0.000174216,0.000128927,0.000299546,0.000186483,7.65E-05,0.004936425
615,615,8/5/2020,AZ,182203,32128,4282,44377,1493,10099,0,0,4328,85496,44377,52330,85496,3932,1538,121,1106,48,472,0,0,67,580,1106,2246,580,5418483,280905,335278,188456,16112,6392017,0.028504774,0.005929335,0.015243588,0.007922274,0.030121272,0,0.000615142,0.000283843,0.000430751,0.000254701,0.001407787,0
616,616,8/5/2020,CA,524722,58376,14475,198039,18392,792,1979,2755,45492,184422,198039,142261,184422,9703,2803,787,4362,1156,37,50,50,122,336,4362,5005,336,27636403,2486549,622107,5038123,181431,37253956,0.014085001,0.002112286,0.005821321,0.003650566,0.001273093,0.010907728,0.000260456,0.000101424,0.000316503,0.000229451,5.95E-05,0.000275587
617,617,8/5/2020,CO,48988,16705,2296,17482,974,260,169,608,361,10123,17482,21373,10123,1717,1080,115,388,55,12,5,23,6,29,388,1296,29,4450623,214919,78144,144819,8420,5029196,0.009740722,0.003753407,0.010683095,0.006725637,0.003327191,0.020071259,0.000341406,0.000242663,0.000535085,0.000379784,0.000153563,0.000593824
618,618,8/5/2020,CT,50225,17564,6531,9473,712,47,0,158,302,15438,9473,25314,15438,4437,3252,656,383,48,2,0,34,20,42,383,4012,42,2950820,392131,16734,140516,3491,3574097,0.014052501,0.005952244,0.016655148,0.005067039,0.002808653,0,0.001241432,0.001102067,0.00167291,0.000341598,0.000119517,0
619,619,8/5/2020,DC,12443,2479,6162,0,187,29,32,0,3268,286,3236,7486,1721,587,62,434,77,8,0,0,0,6,0,77,510,0,251265,310379,3264,21705,770,601723,0.02067895,0.009866078,0.019853147,0.008615526,0.008884804,0.041558442,0.000975532,0.000246751,0.00139829,0.000368579,0,0
620,620,8/5/2020,DE,15296,5198,3896,3880,208,0,0,0,747,1367,3880,10049,1367,587,362,150,40,1,0,0,0,8,26,40,521,26,645770,196281,5929,29342,690,897934,0.01703466,0.008049305,0.019849094,0.007088815,0,0,0.000653723,0.000560571,0.00076421,3.41E-05,0,0
621,621,8/5/2020,FL,502739,107679,71041,130755,0,0,0,0,27257,166007,130755,168896,203088,7751,3554,1478,1929,0,0,0,0,309,481,1929,4885,937,14808867,3078067,89119,474199,18790,18801310,0.026739573,0.007271252,0.023079745,0,0,0,0.000412259,0.000239991,0.000480171,0,0,0
622,622,8/5/2020,GA,201713,47054,51000,26014,2474,116,193,0,5309,69553,26014,88105,87594,3984,1824,1762,238,68,3,7,0,23,59,238,3648,98,6144931,2993927,48599,323459,10454,9687653,0.020821658,0.007657368,0.017034483,0.007648574,0.00238688,0.018461833,0.000411245,0.00029683,0.000588525,0.000210228,6.17E-05,0.0006696
623,623,8/5/2020,HI,2763,266,16,0,468,0,551,0,51,1411,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,349051,22473,4960,531633,138292,1360301,0.002031168,0.000762066,0.000711965,0.000880307,0,0.003984323,1.98E-05,0,0,0,0,0
624,624,8/5/2020,IA,47129,31732,3733,0,2333,466,466,0,466,7933,8866,30332,7466,900,722,41,0,25,5,11,0,5,89,61,731,107,2839615,91695,13563,54232,2419,3046355,0.01547062,0.011174754,0.040711053,0.043018882,0.03435818,0.192641587,0.000295435,0.00025426,0.000447135,0.000460982,0.00036865,0.004547334
625,625,8/5/2020,ID,22707,10820,255,0,180,148,65,799,2566,7874,3989,7730,10987,217,204,3,0,2,2,0,0,4,2,23,193,1,1476097,10950,25782,20034,2786,1567582,0.014485367,0.007330142,0.023287671,0.008984726,0.005740439,0.02333094,0.00013843,0.000138202,0.000273973,9.98E-05,7.76E-05,0
626,626,8/5/2020,IL,187752,45239,30573,55187,4846,261,415,0,6871,44360,55187,88205,44360,7770,3392,2067,1570,358,10,9,0,51,313,1570,5887,116,10030587,1903458,73846,604399,7436,12830632,0.014633106,0.004510105,0.01606182,0.008017882,0.003534382,0.055809575,0.000605582,0.000338166,0.001085918,0.000592324,0.000135417,0.001210328
627,627,8/5/2020,IN,69975,33788,7963,0,883,0,0,0,11346,15995,7323,24287,38365,3007,1822,393,0,15,0,0,0,374,403,57,1452,1296,5638833,603797,24487,105535,3532,6483802,0.010792279,0.00599202,0.013188207,0.008366893,0,0,0.000463771,0.000323117,0.000650881,0.000142133,0,0
628,628,8/5/2020,KS,29717,19537,2205,0,999,200,0,0,1615,5161,9710,13570,6437,368,263,66,0,9,3,0,0,17,10,58,294,16,2501057,173298,33044,69628,2864,2853118,0.010415622,0.007811497,0.012723748,0.014347676,0.006052536,0,0.000128982,0.000105156,0.000380847,0.000129258,9.08E-05,0
629,629,8/5/2020,KY,32741,16819,2623,0,516,91,42,1282,0,11368,2936,17857,11948,752,559,102,0,11,0,0,18,0,62,26,634,92,3864193,342804,12105,50177,3199,4339367,0.00754511,0.004352526,0.007651603,0.010283596,0.007517555,0.013129103,0.000173297,0.000144662,0.000297546,0.000219224,0,0
630,630,8/5/2020,LA,125943,37524,41962,0,5120,260,133,0,9557,31387,0,0,125943,4096,1931,1960,0,29,4,5,0,20,147,81,3686,329,2902875,1462969,33037,71829,2588,4533372,0.027781307,0.012926495,0.028682768,0.071280402,0.007869964,0.051391036,0.000903522,0.000665203,0.001339741,0.000403737,0.000121076,0.001931994
631,631,8/5/2020,MA,119643,37344,11145,23548,2524,0,0,0,6554,38528,23548,57567,38528,8659,6515,713,603,220,0,0,0,553,55,603,8001,55,5524937,504365,29944,359673,5971,6547629,0.018272721,0.006759172,0.022097092,0.007017485,0,0,0.001322463,0.001179199,0.001413659,0.000611667,0,0
632,632,8/5/2020,MD,92426,20106,28480,23217,1674,0,0,0,4070,14879,23217,54330,14879,3536,1506,1447,404,133,0,0,0,36,10,404,3122,10,3541379,1731513,30885,326655,5391,5773552,0.016008516,0.005677449,0.016448043,0.005124673,0,0,0.000612448,0.000425258,0.000835685,0.000407157,0,0
633,633,8/5/2020,ME,3992,2459,887,0,104,7,2,30,119,384,165,3189,638,123,111,4,0,0,0,0,0,0,8,0,105,18,1269764,16269,8771,13783,377,1328361,0.003005207,0.00193658,0.054520868,0.007545527,0.000798085,0.00530504,9.26E-05,8.74E-05,0.000245866,0,0,0
634,634,8/5/2020,MI,93893,39876,23766,0,1785,371,0,6205,5666,16224,7511,61030,25351,6478,3375,2556,0,78,18,0,100,120,231,129,5376,971,7949497,1416067,68396,243062,3442,9883640,0.00949984,0.005016166,0.016783104,0.007343805,0.005424294,0,0.000655427,0.000424555,0.001804999,0.000320906,0.000263173,0
635,635,8/5/2020,MN,57779,26475,11954,0,3548,504,119,980,6549,7650,10932,37261,9586,1670,1301,157,0,73,32,3,22,26,56,75,1531,64,4623461,280949,67325,217792,2958,5303925,0.010893631,0.00572623,0.042548648,0.016290773,0.007486075,0.040229885,0.000314861,0.000281391,0.00055882,0.000335182,0.000475306,0.001014199
636,636,8/5/2020,MO,55321,26554,11617,0,0,0,0,2213,2766,12171,4978,33745,16596,1272,751,419,0,0,0,0,8,44,45,41,1074,155,5038407,700178,30595,100213,7178,5988927,0.009237214,0.005270317,0.016591495,0,0,0,0.000212392,0.000149055,0.000598419,0,0,0
637,637,8/5/2020,MS,63444,19458,26794,2101,200,1209,0,0,5015,8667,2101,38250,23093,1804,760,890,27,1,79,0,0,24,23,27,1575,202,1789391,1103101,16837,26477,1700,2967297,0.021381075,0.010874091,0.024289707,0.007553726,0.071806141,0,0.000607961,0.000424726,0.000806816,3.78E-05,0.004692047,0
638,638,8/5/2020,MT,4429,2365,22,0,12,502,0,0,38,1490,184,2667,1578,65,23,0,0,0,11,0,0,0,31,0,0,0,891529,4215,63495,6379,734,989415,0.004476383,0.002652746,0.005219454,0.001881173,0.007906134,0,6.57E-05,2.58E-05,0,0,0.000173242,0
639,639,8/5/2020,NC,129288,52788,22680,0,1593,1427,240,0,15406,35154,33966,50064,45258,2050,1154,612,0,29,29,4,0,139,83,203,1672,175,6898296,2088362,147566,215952,10309,9535483,0.013558621,0.007652325,0.010860186,0.007376639,0.009670249,0.023280629,0.000214986,0.000167288,0.000293053,0.000134289,0.000196522,0.00038801
640,640,8/5/2020,ND,7057,0,0,0,0,0,0,0,0,7057,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,609136,8248,36948,7032,334,672591,0.010492261,0,0,0,0,0,0.000142732,0,0,0,0,0
641,641,8/5/2020,NE,27489,16400,1700,0,1300,288,38,0,1700,6063,9900,10700,6889,335,254,24,0,18,10,0,0,12,17,77,218,40,1649264,85971,23418,33322,2061,1826341,0.015051406,0.009943829,0.01977411,0.039013265,0.012298232,0.018437652,0.000183427,0.000154008,0.000279164,0.000540184,0.000427022,0
642,642,8/5/2020,NH,6719,4309,341,758,176,0,0,0,248,887,758,5074,887,418,387,9,11,4,0,0,0,1,6,11,401,6,1248321,16365,3530,28933,532,1316470,0.0051038,0.003451837,0.020837152,0.006083019,0,0,0.000317516,0.000310016,0.000549954,0.00013825,0,0
643,643,8/5/2020,NJ,183327,41368,19257,34148,5714,0,0,0,12774,70066,34148,79113,70066,15842,8455,2815,3138,866,0,0,0,287,281,3138,12423,281,6546498,1282005,49907,746212,7731,8791894,0.020851821,0.006319104,0.015021002,0.007657341,0,0,0.001801887,0.00129153,0.002195779,0.001160528,0,0
644,644,8/5/2020,NM,21566,2898,401,8891,138,7707,0,0,0,1531,8891,11144,1531,667,98,4,59,1,236,0,0,0,269,59,339,269,1720992,49006,208890,31253,3132,2059179,0.010473106,0.001683913,0.008182672,0.004415576,0.036895017,0,0.000323916,5.69E-05,8.16E-05,3.20E-05,0.001129781,0
645,645,8/5/2020,NV,52828,9684,2532,11356,2296,156,0,0,5950,20854,11356,20618,20854,890,322,77,122,88,4,0,0,11,266,122,502,266,2106494,231224,42965,203478,19307,2700551,0.019561934,0.004597212,0.01095042,0.011283775,0.003630862,0,0.000329562,0.000152861,0.00033301,0.000432479,9.31E-05,0
646,646,8/5/2020,NY,418225,0,0,0,0,0,0,0,0,418225,0,0,0,28334,8666,6381,6712,1693,0,0,0,1838,3044,6712,18578,3044,13901661,3378047,183046,1481555,24000,19378102,0.021582351,0,0,0,0,0,0.001462166,0.000623379,0.001888961,0.001142718,0,0
647,647,8/5/2020,OH,96305,47879,23787,0,2508,127,165,2661,6290,12888,6094,66969,23242,3596,2776,682,0,39,2,1,45,22,29,40,3472,84,9664524,1426861,29674,196693,5336,11536504,0.00834785,0.004954098,0.01667086,0.012750835,0.004279841,0.030922039,0.000311706,0.000287236,0.000477972,0.000198279,6.74E-05,0.000187406
648,648,8/5/2020,OK,40564,22142,2764,0,1797,3523,0,0,1601,8737,7507,20562,12495,583,426,36,0,15,55,0,0,19,32,28,457,98,2851510,284332,335664,67126,5354,3751351,0.010813171,0.007765009,0.00972103,0.026770551,0.010495615,0,0.000155411,0.000149395,0.000126613,0.00022346,0.000163854,0
649,649,8/5/2020,OR,19979,8117,710,0,606,473,429,416,6738,2490,7802,9703,2474,338,229,9,0,16,6,6,3,31,38,42,247,49,3403252,74414,66784,145009,14649,3831074,0.005214987,0.002385072,0.009541215,0.004179051,0.007082535,0.029285275,8.82E-05,6.73E-05,0.000120945,0.000110338,8.98E-05,0.000409584
